method,object_type,lighting,trial_id,seed,object_position,object_size,detected_position,detected_range,pos_error_mm,range_error_mm,detection_time_s,success_pos_2cm,success_range_2cm,success_both
hsv_depth,ttt_obj,normal,0,4261184049,"[-0.3487639318439908, 0.17845311862045118, 0.04262689536553544]","[0.1, 0.1, 0.1]","[-0.3373177928377129, 0.17390378141035204, 0.06331351803175311]","[np.float64(-0.47936729788893495), np.float64(-0.2416050832049797), np.float64(0.08888388420918714), np.float64(0.27925514200753687)]",24.075857711340205,164.75858712274746,2.9264729022979736,False,False,False
depth_clustering,ttt_obj,normal,0,3339756692,"[-0.3487639318439908, 0.17845311862045118, 0.04262689536553544]","[0.1, 0.1, 0.1]","[-0.3384774559553825, 0.17401732063537498, 0.06250571595856169]","[np.float64(-0.45070398095913755), np.float64(-0.2416050832049797), np.float64(0.09589527520793174), np.float64(0.25287152465438045)]",22.81787453162654,123.08071535442154,12.20088005065918,False,False,False
hsv_depth,ttt_obj,normal,1,453977438,"[-0.3474562161129299, 0.22447064892993823, 0.04116376015298419]","[0.1, 0.1, 0.1]","[-0.3359081570607212, 0.22027998429938905, 0.061860142950237396]","[np.float64(-0.4933384932250275), np.float64(-0.24423422707873338), np.float64(0.14123054743531122), np.float64(0.3131537347692897)]",24.06781250569886,165.54463766399527,2.92695689201355,False,False,False
depth_clustering,ttt_obj,normal,1,1593689726,"[-0.3474562161129299, 0.22447064892993823, 0.04116376015298419]","[0.1, 0.1, 0.1]","[-0.33699201283619157, 0.2189736360424682, 0.060826316494908404]","[np.float64(-0.44967076019133567), np.float64(-0.2404327152474232), np.float64(0.1419277371341103), np.float64(0.2988249625142687)]",22.941944616820468,123.16754734559257,12.258972883224487,False,False,False
hsv_depth,ttt_obj,normal,2,2667623507,"[-0.3191351576322958, 0.20032783165946055, 0.014287014352196148]","[0.1, 0.1, 0.1]","[-0.30958885858441054, 0.19573928158577664, 0.0349737657618176]","[np.float64(-0.42234763919126095), np.float64(-0.21245940755264375), np.float64(0.11603761223743617), np.float64(0.2831698834314779)]",23.24066051500762,128.7717565630475,2.9160070419311523,False,False,False
depth_clustering,ttt_obj,normal,2,2544951188,"[-0.3191351576322958, 0.20032783165946055, 0.014287014352196148]","[0.1, 0.1, 0.1]","[-0.31092384267274537, 0.19589245996446622, 0.03485198557427394]","[np.float64(-0.42109069358631646), np.float64(-0.21185084994221826), np.float64(0.11786992897515167), np.float64(0.27461700758567387)]",22.583539510063098,123.09985528105146,12.066084861755371,False,False,False
hsv_depth,ttt_obj,bright,0,2481550439,"[-0.12538509627226652, -0.41045992259097464, 0.04285031389395765]","[0.1, 0.1, 0.1]","[-0.12260427564352894, -0.3991692074024322, 0.06357357971323818]","[np.float64(-0.25443321979402583), np.float64(0.0008714377520783467), np.float64(-0.49312454990659943), np.float64(-0.33734645022816123)]",23.762722046401915,165.0173719923163,3.1834192276000977,False,False,False
depth_clustering,ttt_obj,bright,0,1469589910,"[-0.12538509627226652, -0.41045992259097464, 0.04285031389395765]","[0.1, 0.1, 0.1]","[-0.12357887406171546, -0.40177714396744035, 0.06143727107992515]","[np.float64(-0.226628751605828), np.float64(-0.01687859061113274), np.float64(-0.4933772463022743), np.float64(-0.3370873019622117)]",20.59436963667936,123.3436486900273,14.429127931594849,False,False,False
hsv_depth,ttt_obj,bright,1,2299671189,"[-0.3310837928980666, 0.1202507529470212, 0.02536366293681956]","[0.1, 0.1, 0.1]","[-0.3194937795205942, 0.11639050401167388, 0.0460432236718224]","[np.float64(-0.44585972621029224), np.float64(-0.22416727502794653), np.float64(0.027444445614824703), np.float64(0.21008606210548494)]",24.018204848104496,147.10094986422408,3.0111217498779297,False,False,False
depth_clustering,ttt_obj,bright,1,1098155156,"[-0.3310837928980666, 0.1202507529470212, 0.02536366293681956]","[0.1, 0.1, 0.1]","[-0.3221213772744169, 0.11746139826711756, 0.04593489766911347]","[np.float64(-0.4329629625464577), np.float64(-0.22392856543510117), np.float64(0.037755092851361874), np.float64(0.19452578647366586)]",22.61152563964837,122.92848086507256,14.45017385482788,False,False,False
hsv_depth,ttt_obj,bright,2,2837156649,"[0.3846746008524371, -0.20597489034836444, 0.03644228499844246]","[0.1, 0.1, 0.1]","[0.3699481969576075, -0.20275570519841224, 0.05699682353307295]","[np.float64(0.2851030288136283), np.float64(0.49234677762157175), np.float64(-0.3109157630717294), np.float64(-0.1317040768822163)]",25.489589621548145,133.32558976943312,2.3306682109832764,False,False,False
depth_clustering,ttt_obj,bright,2,2466236054,"[0.3846746008524371, -0.20597489034836444, 0.03644228499844246]","[0.1, 0.1, 0.1]","[0.37302383215528906, -0.20376263398623876, 0.055763992826079564]","[np.float64(0.28409942193010596), np.float64(0.49328132317803935), np.float64(-0.2882668346060231), np.float64(-0.13151117323356726)]",22.670749498478944,123.0523980178296,14.037189245223999,False,False,False
hsv_depth,ttt_obj,dim,0,2222066245,"[-0.22774456112630398, -0.20924586892334235, 0.02304764444636582]","[0.1, 0.1, 0.1]","[-0.219801703733093, -0.20449925831650395, 0.04372744303515158]","[np.float64(-0.352837919811549), np.float64(-0.11669736533853457), np.float64(-0.3233646630670578), np.float64(-0.1358138005517282)]",22.655537192805273,161.86229980881268,3.1729722023010254,False,False,False
depth_clustering,ttt_obj,dim,0,1941975695,"[-0.22774456112630398, -0.20924586892334235, 0.02304764444636582]","[0.1, 0.1, 0.1]","[-0.2218759346661236, -0.20600696694263607, 0.043255936743618134]","[np.float64(-0.3294950424231632), np.float64(-0.11939665990621662), np.float64(-0.2920966839318927), np.float64(-0.13570780838520824)]",21.290991995229806,123.69866255650206,19.492126941680908,False,False,False
hsv_depth,ttt_obj,dim,1,4190816052,"[0.3429467776421197, -0.2622561102912668, 0.024032092937153894]","[0.1, 0.1, 0.1]","[0.3335585807582263, -0.2588119071553352, 0.04460236317627675]","[np.float64(0.24261779383323162), np.float64(0.4508504813446216), np.float64(-0.36372009515244463), np.float64(-0.18802342533732908)]",22.872183841576003,132.07687332397305,2.3460028171539307,False,False,False
depth_clustering,ttt_obj,dim,1,90483456,"[0.3429467776421197, -0.2622561102912668, 0.024032092937153894]","[0.1, 0.1, 0.1]","[0.33195356635549195, -0.2596095250122773, 0.043237376581378974]","[np.float64(0.24229707930379854), np.float64(0.451549679988266), np.float64(-0.34468281836348696), np.float64(-0.1878691828172916)]",22.286723130297634,123.14186916031292,17.49902105331421,False,False,False
hsv_depth,ttt_obj,dim,2,852402033,"[-0.3343423603271255, 0.17816994634554023, 0.03539420919831094]","[0.1, 0.1, 0.1]","[-0.3229207002563896, 0.17380996434798862, 0.056079746259302066]","[np.float64(-0.4431117476773043), np.float64(-0.2274959237594052), np.float64(0.0893185148921328), np.float64(0.27466653483641)]",24.028216856272433,143.7056131423662,2.926983118057251,False,False,False
depth_clustering,ttt_obj,dim,2,4211431173,"[-0.3343423603271255, 0.17816994634554023, 0.03539420919831094]","[0.1, 0.1, 0.1]","[-0.3246569776054151, 0.17381921892400473, 0.05546461378023657]","[np.float64(-0.43634820147630726), np.float64(-0.22731879638375835), np.float64(0.0956195512344737), np.float64(0.25245372848247943)]",22.70587165569048,122.95338498102797,19.319636821746826,False,False,False
hsv_depth,ctry_obj,normal,0,2913936038,"[0.2589861823117363, -0.1617069871203462, 0.03668631833456985]","[0.1, 0.1, 0.1]","[0.2445611194812914, -0.14700595045634599, 0.0852559523188024]","[np.float64(0.16766841147641975), np.float64(0.35109601083030184), np.float64(-0.22915786876875485), np.float64(-0.0753728769410973)]",52.75615852221312,99.26222685318449,2.3340039253234863,False,False,False
depth_clustering,ctry_obj,normal,0,1824225861,"[0.2589861823117363, -0.1617069871203462, 0.03668631833456985]","[0.1, 0.1, 0.1]","[0.24932885868937973, -0.1523208496750773, 0.06725963814903244]","[np.float64(0.1661971008029054), np.float64(0.35221766063911186), np.float64(-0.23212446413707336), np.float64(-0.07862806379003763)]",33.40795354651069,101.29857632081857,12.861310958862305,False,False,False
