method,object_type,lighting,trial_id,seed,object_position,object_size,detected_position,detected_range,pos_error_mm,range_error_mm,detection_time_s,success_pos_2cm,success_range_2cm,success_both
depth_clustering,ctry_obj,bright,0,22026568,"[0.1146438528419049, -0.42468127844539755, 0.01988181937208936]","[0.1, 0.1, 0.1]","[0.10858098932358529, -0.40662583269665337, 0.050018472738949334]","[np.float64(0.021435846166417943), np.float64(0.20806778579978796), np.float64(-0.4942587943573849), np.float64(-0.3419446351303202)]",35.65074068489864,101.20209592826893,13.419000148773193,False,False,False
hsv_depth,ctry_obj,bright,1,3667870517,"[-0.2903884214732974, 0.08411546819663492, 0.03770408928233923]","[0.1, 0.1, 0.1]","[-0.27096963989207706, 0.09050875763241029, 0.08596617559414238]","[np.float64(-0.3822942378349245), np.float64(-0.20082614701055002), np.float64(-0.00011877231514752229), np.float64(0.18527511181611117)]",52.41366427828412,118.02188470614831,2.8737952709198,False,False,False
depth_clustering,ctry_obj,bright,1,2098123945,"[-0.2903884214732974, 0.08411546819663492, 0.03770408928233923]","[0.1, 0.1, 0.1]","[-0.28030514522108213, 0.09062785246724006, 0.06890717607048481]","[np.float64(-0.3840999989010823), np.float64(-0.19809841411248844), np.float64(0.01338395358179345), np.float64(0.16715260899411966)]",33.432263369013164,101.42652952260164,14.362203121185303,False,False,False
hsv_depth,ctry_obj,dim,0,3151692408,"[0.5666302177651755, 0.4982300214396936, 0.029893629602841906]","[0.1, 0.1, 0.1]","[0.545171231323431, 0.4852400424611794, 0.07400824330892808]","[np.float64(0.473987215877043), np.float64(0.7172103146854792), np.float64(0.4306845442478252), np.float64(0.6579306463067892)]",50.747677734123165,191.5839933853853,2.435487985610962,False,False,False
depth_clustering,ctry_obj,dim,0,333280156,"[0.5666302177651755, 0.4982300214396936, 0.029893629602841906]","[0.1, 0.1, 0.1]","[0.5496605781116989, 0.48744623277184207, 0.05439929736820069]","[np.float64(0.4729523536387167), np.float64(0.6574618290653969), np.float64(0.4292008944524445), np.float64(0.5787076757956955)]",31.698367791226637,97.94270179988456,15.118016004562378,False,False,False
hsv_depth,ctry_obj,dim,1,2410682472,"[0.2627553771629508, -0.21966997596678323, 0.010110345330746524]","[0.1, 0.1, 0.1]","[0.24874844151505238, -0.20233057640216265, 0.05787210277983418]","[np.float64(0.1714537848343407), np.float64(0.3555085529831076), np.float64(-0.28726473623979454), np.float64(-0.13663319326598627)]",52.70706307632224,98.12623090923013,2.2616288661956787,False,False,False
depth_clustering,ctry_obj,dim,1,2764668844,"[0.2627553771629508, -0.21966997596678323, 0.010110345330746524]","[0.1, 0.1, 0.1]","[0.2535690396024509, -0.2083786499870096, 0.04076378472100543]","[np.float64(0.16974695974245976), np.float64(0.3560666787763865), np.float64(-0.2899365032549055), np.float64(-0.13663120031358417)]",33.93399750411433,101.45220163092617,17.650614023208618,False,False,False
hsv_depth,tuoyuan_obj,normal,0,1624338364,"[0.21936583714633653, 0.689746918878216, 0.03809201993813472]","[0.1, 0.1, 0.1]","[0.22256520269112431, 0.667383491531184, 0.06444525778411525]","[np.float64(0.17069763661738557), np.float64(0.28282519096474207), np.float64(0.5956747025346265), np.float64(0.7805806092204967)]",34.710977623253065,85.76765453594821,2.5347700119018555,False,False,False
depth_clustering,tuoyuan_obj,normal,0,2988265057,"[0.21936583714633653, 0.689746918878216, 0.03809201993813472]","[0.1, 0.1, 0.1]","[0.19444320073047586, 0.6554907246642928, 0.0551778633561451]","[np.float64(0.16544980548835725), np.float64(0.26956625351604907), np.float64(0.5929624178396304), np.float64(0.755866296687012)]",45.678777273959305,63.0384257291593,9.505118131637573,False,False,False
hsv_depth,tuoyuan_obj,normal,1,2267958216,"[-0.6363328864393543, 0.38896837750268715, 0.010440495482920666]","[0.1, 0.1, 0.1]","[-0.60881762041001, 0.37882431641927977, 0.035814809530009706]","[np.float64(-0.6790094590021156), np.float64(-0.5714507576728458), np.float64(0.2944641209469358), np.float64(0.48567251810656387)]",38.779474639166885,91.52106685465132,2.7774062156677246,False,False,False
depth_clustering,tuoyuan_obj,normal,1,3546245420,"[-0.6363328864393543, 0.38896837750268715, 0.010440495482920666]","[0.1, 0.1, 0.1]","[-0.5983308192304437, 0.3619901814064843, 0.029233084490673765]","[np.float64(-0.6448242406051334), np.float64(-0.5713044243265486), np.float64(0.3141469217848662), np.float64(0.40744751045941147)]",50.25078684329281,27.314506073285237,9.510316848754883,False,False,False
hsv_depth,tuoyuan_obj,bright,0,401535639,"[0.5016793292673193, 0.17400409774798925, 0.022222668715590466]","[0.1, 0.1, 0.1]","[0.5239694171142113, 0.20865533357267826, 0.04731711175537534]","[np.float64(0.48980248458827047), np.float64(0.561640733117448), np.float64(0.1305840341226499), np.float64(0.2725154505646281)]",48.24196546449348,50.510671454010335,2.395576000213623,False,False,False
depth_clustering,tuoyuan_obj,bright,0,1818403715,"[0.5016793292673193, 0.17400409774798925, 0.022222668715590466]","[0.1, 0.1, 0.1]","[0.49679780795537903, 0.16787159922571157, 0.041690336462046576]","[np.float64(0.4485639951746171), np.float64(0.5650558556357319), np.float64(0.07655002495530924), np.float64(0.2744549472229756)]",20.98634975242413,99.28421458472978,12.38889217376709,False,False,False
hsv_depth,tuoyuan_obj,bright,1,528558896,"[-0.42910399874328237, 0.20129905300239767, 0.03749572773516591]","[0.1, 0.1, 0.1]","[-0.38490578134698855, 0.23138132757857705, 0.057914939405968036]","[np.float64(-0.4311661939461642), np.float64(-0.363853726433645), np.float64(0.15303243477982167), np.float64(0.299813422867502)]",57.23084718876455,57.069568305532144,2.8383891582489014,False,False,False
depth_clustering,tuoyuan_obj,bright,1,536816779,"[-0.42910399874328237, 0.20129905300239767, 0.03749572773516591]","[0.1, 0.1, 0.1]","[-0.4117049448414389, 0.19824331033784232, 0.057050471289765634]","[np.float64(-0.48030356461479623), np.float64(-0.3636748767578044), np.float64(0.10307872419278767), np.float64(0.30134561194741927)]",26.35246924668348,99.66390765380727,12.823901891708374,False,False,False
hsv_depth,tuoyuan_obj,dim,0,2958686159,"[-0.08852439973579801, 0.6850937580402547, 0.028267436429041365]","[0.1, 0.1, 0.1]","[-0.07708609343812528, 0.662533623985777, 0.054546464991573895]","[np.float64(-0.13834014561345642), np.float64(-0.022564720943691136), np.float64(0.5899925818531855), np.float64(0.7777565585570623)]",36.474399812824714,89.17050874807238,2.63228178024292,False,False,False
depth_clustering,tuoyuan_obj,dim,0,536125174,"[-0.08852439973579801, 0.6850937580402547, 0.028267436429041365]","[0.1, 0.1, 0.1]","[-0.07919682421626809, 0.6667575821929363, 0.04784123735314867]","[np.float64(-0.14232292620431203), np.float64(-0.022531867176596165), np.float64(0.5877698536313487), np.float64(0.7806046489629734)]",28.396349983631705,94.92094206076533,14.910606145858765,False,False,False
hsv_depth,tuoyuan_obj,dim,1,1636432160,"[-0.06775242077005393, 0.5101124476090412, 0.04905019563059881]","[0.1, 0.1, 0.1]","[-0.05467505947774196, 0.49122629053024064, 0.0753812447700834]","[np.float64(-0.11760524913022433), np.float64(0.0033795113531869397), np.float64(0.4150811805604503), np.float64(0.6056942017751393)]",34.94321760171406,93.01118097411633,2.6626088619232178,False,False,False
