group,method,lighting,total_trials,success_count,partial_count,fail_count,success_rate,partial_success_rate,overall_success_rate,chamfer_distance_mm_mean,chamfer_distance_mm_std,chamfer_distance_mm_median,hausdorff_distance_mm_mean,hausdorff_distance_mm_std,hausdorff_distance_mm_median,coverage_3mm_mean,coverage_3mm_std,coverage_3mm_median,std_residual_mm_mean,std_residual_mm_std,execution_time_s_mean,execution_time_s_std,point_count_mean,point_count_std,n_successful_trials
canny_normal,canny,normal,3,3,0,0,1.0,0.0,1.0,3.178311165300991,0.513882904144313,2.9519281453487434,18.96615464412542,1.9890496984309611,18.21646720584145,1.0,0.0,1.0,4.27260157975152,0.16238231726065683,17.875280062357586,12.4813696318552,3707.6666666666665,623.3717456970065,3
canny_bright,canny,bright,3,3,0,0,1.0,0.0,1.0,2.8268739218899412,0.49890531709404207,2.722889513258927,17.984467072103218,2.164604788666395,19.08245394814863,1.0,0.0,1.0,3.8685176213225057,0.5967932381852004,192.16632024447122,298.59821708646854,3777.0,469.143901164664,3
canny_dim,canny,dim,3,3,0,0,1.0,0.0,1.0,3.116834982345775,0.7170836891506697,3.442377371622997,17.73642874165698,2.8686709470457568,17.443858985854895,1.0,0.0,1.0,4.278624085370094,1.0597275692021508,251.30837527910867,390.6722800335578,3811.6666666666665,549.0485710147449,3
rgbd_normal,rgbd,normal,3,3,0,0,1.0,0.0,1.0,6.070632842553205,0.9847874720851642,6.6291704562136475,18.79362746793704,6.493796151379878,22.39913858940825,1.0,0.0,1.0,4.459014324521545,1.740256400919746,91.08790508906047,81.35224253121282,7474.666666666667,1271.9219053594968,3
rgbd_bright,rgbd,bright,3,3,0,0,1.0,0.0,1.0,6.690440920438918,2.1329048948200366,5.4706930193356405,21.70979033035101,1.713378547395005,20.89745321276311,1.0,0.0,1.0,5.082929987083143,0.9265565932324551,48.19639960924784,15.865126769730654,7132.666666666667,261.28592257014793,3
rgbd_dim,rgbd,dim,3,3,0,0,1.0,0.0,1.0,7.176112609742481,2.768981843424638,5.7155038430373475,20.13327139655573,3.8615304803586104,22.151248092726938,1.0,0.0,1.0,4.494879993508042,1.3426307082849445,13.905443827311197,1.3936399025398927,6015.0,1403.8087476576002,3
